sn,food_name,edible_portion,moisture,protein,fat,carbs,minerals,fiber,calories,calcium,phosphorus,iron,carotene,vitamin_c,thiamine,riboflavin,niacin,cluster_id,breakfast,lunch,dinner,food_name_clean
542,Kikur diano,,93.0,1.6,0.9,2.8,0.6,1.2,17.0,20.1,2.7,,,3.66,,,,0,0,1,1,kikur diano
543,"Latte saag, green stem",,78.0,6.4,0.9,11.4,3.0,2.4,71.0,,,,,,,,,0,0,1,0,latte saag green stem
544,"Latte saag, red stem",,81.0,4.4,0.9,9.5,2.9,1.1,48.0,,,,,,,,,0,0,1,0,latte saag red stem
545,Lude sag,,83.9,4.7,0.2,7.1,2.8,5.5,49.0,406.1,,,,,,,,0,0,1,1,lude sag
546,Malo,,79.0,1.1,0.9,17.9,,1.6,129.0,,,,,78.9,,,,0,0,1,1,malo
547,Maslahare,,80.0,3.3,0.05,14.1,0.9,2.9,70.0,,,,,,,,,0,0,1,1,maslahare
548,Mayal,,79.8,0.4,0.2,16.2,0.4,1.8,68.0,,,,,,,,,0,0,1,1,mayal
549,Neuro,,88.0,4.4,0.2,4.2,1.3,1.0,36.0,71.53,3.95,,44.27,,,,,0,0,1,1,neuro
550,Phaper saag,,90.0,3.9,0.1,3.8,1.9,0.8,12.0,,,,,3.56,,,,0,0,1,0,phaper saag
551,Pidale,,93.0,2.2,0.1,2.4,1.5,1.8,19.0,14.5,,,,3.7,,,,0,0,1,1,pidale
552,Pudina ( Mint),,87.0,4.5,0.9,4.6,1.9,0.2,38.0,,,,3677.0,16.1,,,,0,0,1,1,pudina mint
553,Rato tarul,,74.0,1.9,0.1,2.3,0.7,10.0,100.0,76.9,45.9,1.7,34.2,3.27,,,,0,0,1,1,rato tarul
554,Sati bayer,,52.5,2.8,0.5,32.2,2.0,1.4,142.0,170.5,,,,,,,,0,1,0,0,sati bayer
555,Sisnu( Stinging Nettle),,81.7,6.9,0.2,5.0,4.2,1.8,53.0,981.3,,,,5.5,,,,0,0,1,1,sisnu stinging nettle
556,Sisnu powder dry,,9.6,25.0,1.9,39.0,16.6,8.0,271.0,404.0,330.0,23.2,,,,,,1,0,1,1,sisnu powder dry
557,Siplican,,84.0,6.3,0.9,5.8,1.9,1.8,50.0,196.0,,,,165.8,,,,0,0,1,1,siplican
558,Seabuck thron squash,47.7,1.02,0.1,40.82,0.16,,16.0,9.11,2.44,0.26,26.6,,,,,,3,0,1,1,seabuck thron squash
559,Tarul githa,,76.0,2.2,0.05,3.0,0.9,1.6,85.0,,,,,8.6,,,,0,0,1,1,tarul githa
560,Tarul munta,,89.0,2.8,0.1,5.0,1.1,2.4,33.0,,,,,16.6,,,,0,0,1,1,tarul munta
561,Theki phal,,88.3,0.5,0.9,7.5,0.9,0.9,33.0,35.1,,,,2.35,,,,0,0,1,1,theki phal
562,Thonte,,91.0,1.5,0.3,5.8,0.8,2.7,29.0,27.67,,,,6.2,,,,0,0,1,1,thonte
563,Timila Pakche,,88.0,1.1,0.4,7.2,0.7,1.6,37.0,,,,,53.1,,,,0,0,1,1,timila pakche
564,"Timilia, wakche",,88.0,1.0,0.9,7.4,0.8,1.5,37.0,,,,,17.3,,,,0,0,1,1,timilia wakche
565,Vyakur,,77.0,1.6,0.05,17.9,0.6,1.8,129.0,,,,,6.2,,,,0,0,1,1,vyakur
566,Vyakur githa,,80.7,2.0,0.9,14.0,0.9,1.7,66.0,,,,,7.51,,,,0,0,1,1,vyakur githa
567,Vyakur jhutre,,78.0,1.5,0.9,18.0,0.8,1.5,78.0,,,,,6.94,,,,0,0,1,1,vyakur jhutre
568,Rara,,2.0,6.15,19.9,70.0,1.63,0.14,484.0,56.0,98.0,5.1,,,,,,4,1,0,0,rara
569,Maggi,,5.8,7.12,17.9,67.0,2.12,0.09,458.0,40.0,123.0,1.4,,,,,,4,1,0,0,maggi
570,Ezee,,7.0,5.9,16.8,66.4,3.9,1.5,440.0,14.9,85.0,3.7,,,,,,4,1,0,0,ezee
571,Yeo's Inst. Noodle,,7.2,11.4,18.1,61.0,2.5,1.5,454.0,19.1,112.0,2.9,,,,,,4,0,1,1,yeo s inst noodle
572,Yeo's Inst. Noodle (Curry F1),,6.9,9.1,18.0,63.6,2.1,1.5,453.0,16.4,116.0,1.4,,,,,,4,0,1,1,yeo s inst noodle curry f1
573,Yeo's Inst. Noodle (Spicy F1.),,5.9,8.8,19.4,63.6,2.3,1.5,464.0,21.8,109.0,1.9,,,,,,4,0,1,1,yeo s inst noodle spicy f1
574,Yeo's Inst. Noodle (Mushroom F1),,8.5,9.0,17.6,63.0,1.8,1.5,446.0,14.0,113.0,1.1,,,,,,4,0,1,1,yeo s inst noodle mushroom f1
575,Ma Ma Inst. Noodle (Chicken F1 Thai),,7.6,7.3,17.3,65.0,3.0,1.5,445.0,15.7,114.0,1.6,,,,,,4,0,1,1,ma ma inst noodle chicken f1 thai
576,Ma Ma Inst. Noodle,,7.2,6.5,15.6,68.0,2.9,1.5,438.0,24.8,100.0,2.7,,,,,,4,0,1,1,ma ma inst noodle
577,Ma Ma Inst. Noodle (Shour Shrimp F1),,6.5,9.7,17.2,64.0,2.6,1.5,448.0,10.5,125.0,1.7,,,,,,4,0,1,1,ma ma inst noodle shour shrimp f1
578,Tiger bran Noodles,,12.7,10.0,1.6,75.0,0.7,1.5,357.0,14.7,75.0,1.0,,,,,,4,0,1,1,tiger bran noodles
579,Surya Noodles,,14.0,6.2,0.6,79.0,0.57,1.5,346.0,15.6,80.0,4.0,,,,,,4,0,1,1,surya noodles
580,Testy Noodles,,12.0,7.0,0.4,80.0,0.26,1.5,352.0,14.5,81.0,2.8,,,,,,4,0,1,1,testy noodles
581,Egg steam Noodle (Tiger Br. Coiled),,13.6,6.8,1.3,77.6,0.7,1.5,349.0,25.5,106.0,0.5,,,,,,4,1,1,1,egg steam noodle tiger br coiled
582,Gauri Shankar Noodle,,13.6,9.2,0.46,76.0,0.6,1.5,344.0,9.3,61.0,0.7,,,,,,4,0,1,1,gauri shankar noodle
583,San Noodle,,12.5,4.6,0.19,81.0,2.04,1.5,344.0,17.3,72.0,5.2,,,,,,4,0,1,1,san noodle
584,San Egg Noodle,,11.6,8.0,1.4,77.0,1.8,1.5,353.0,,92.0,7.1,,,,,,4,1,1,1,san egg noodle
585,Steam Chau Chau (dear Brand Colied),,13.4,8.3,0.3,77.4,0.6,1.5,345.0,29.0,75.0,1.5,,,,,,4,1,0,0,steam chau chau dear brand colied
586,Yak Noodle,,13.2,8.6,0.2,76.5,1.5,1.5,340.0,47.0,64.0,10.0,,,,,,4,0,1,1,yak noodle
587,Annapurna steam No.,,12.5,10.9,0.3,76.0,0.5,1.5,352.0,35.0,57.0,0.5,,,,,,4,1,0,0,annapurna steam no
588,S.- Noodle coiled Singapore,,9.9,8.3,0.2,79.0,2.8,1.5,351.0,12.1,28.0,1.7,,,,,,4,0,1,1,s noodle coiled singapore
589,Saugat,,11.8,2.0,0.6,84.0,1.2,1.5,349.0,40.0,145.0,2.2,,,,,,4,1,0,0,saugat
590,Gimi Spaghetti,,8.7,8.0,0.19,83.0,0.56,1.5,364.0,15.3,75.0,0.6,,,,,,4,1,0,0,gimi spaghetti
591,Gimi Short Noodle Chicken Soup Base (Zebra),,9.7,19.81,0.23,80.0,0.48,1.5,360.0,15.3,83.0,0.7,,,,,,4,0,1,1,gimi short noodle chicken soup base zebra
592,Chicken Cracker,,3.9,16.7,19.4,57.2,2.8,1.5,470.0,23.4,51.4,6.3,,,,,,4,0,1,1,chicken cracker
593,Pra''ii Cracker,,5.6,7.4,20.9,61.3,4.8,1.5,463.0,43.7,69.2,5.0,,,,,,4,1,0,0,pra ii cracker
594,Paprika Cracker (Thai),,6.0,6.1,24.2,62.0,2.0,1.5,490.0,121.0,84.8,1.3,,,,,,4,1,0,0,paprika cracker thai
595,Shrimp Cracker (Thai),,5.2,5.1,21.2,65.4,3.1,1.5,473.0,236.0,130.0,2.0,,,,,,4,1,0,0,shrimp cracker thai
596,Shrimp Cracker (Korea),,5.3,4.4,17.95,70.3,2.12,1.5,459.0,160.0,,,,,,,,4,1,0,0,shrimp cracker korea
597,Prawn Cracker raw (China),,13.2,2.5,0.26,81.1,2.9,1.5,337.0,65.0,22.0,5.1,,,,,,4,0,1,0,prawn cracker raw china
588,Cheese Ball Hello,,5.5,5.1,19.0,68.0,2.1,1.5,463.0,86.0,129.0,2.8,,,,,,4,1,0,0,cheese ball hello
599,Cheese Ball Hello (India),,5.6,4.8,20.0,68.0,1.43,1.5,471.0,113.0,,3.4,,,,,,4,1,0,0,cheese ball hello india
600,Girni Short Macaroni (Nes),,6.6,8.2,0.21,84.5,0.48,1.5,373.0,17.8,75.0,2.1,,,,,,4,1,0,0,girni short macaroni nes
601,Bambion Macaroni (India),,11.3,5.6,0.19,82.5,0.46,1.5,354.0,26.2,77.0,0.6,,,,,,4,1,0,0,bambion macaroni india
602,Ma Ma cut Macaroni (india),,12.4,9.3,0.2,75.0,3.4,1.5,339.0,8.3,,,,,,,,4,1,0,0,ma ma cut macaroni india
603,Rice vermiealli (Thai),,11.7,6.6,0.12,81.0,0.3,1.5,351.0,9.0,75.0,2.2,,,,,,4,0,1,1,rice vermiealli thai
604,Special Pasta,,11.4,4.0,0.5,84.0,0.48,1.5,354.0,10.6,73.0,3.9,,,,,,4,1,0,0,special pasta
605,Vegetable Pasta,,11.4,6.1,1.45,81.0,0.47,1.5,361.0,34.0,87.0,0.3,,,,,,4,0,1,1,vegetable pasta
606,Pasta / (Enrico Nepal),,13.3,11.8,1.3,73.0,0.74,1.5,351.0,17.6,81.0,2.9,,,,,,4,1,0,0,pasta enrico nepal
607,Wai Wai,,1.8,7.68,20.0,66.4,3.92,0.15,476.0,87.0,120.0,4.4,,,,,,4,1,0,0,wai wai
608,Aaha,,2.6,10.36,11.1,73.0,2.48,0.09,433.0,28.0,197.0,1.09,,,,,,4,1,0,0,aaha
609,New Ma Ma,,2.1,7.7,21.3,64.7,4.1,1.5,481.0,15.2,106.0,4.9,,,,,,4,1,0,0,new ma ma
610,Hits Noodle,,7.3,8.3,18.6,62.3,3.5,1.5,450.0,14.3,64.0,2.6,,,,,,4,0,1,1,hits noodle
611,Min Min,,3.9,7.7,18.1,67.0,3.4,1.5,462.0,29.7,110.0,3.5,,,,,,4,1,0,0,min min
612,Fe Mee,,3.7,7.3,19.8,67.0,2.6,1.5,475.0,14.3,64.0,2.6,,,,,,4,1,0,0,fe mee
613,Yom Yum (Snack Noodle),,2.6,7.3,18.6,68.0,3.5,1.5,469.0,29.7,98.0,0.9,,,,,,4,0,1,1,yom yum snack noodle
614,Yam Yam,,3.2,8.07,18.1,67.0,3.46,0.19,463.0,44.0,104.0,0.86,,,,,,4,1,0,0,yam yam
615,Muesli,,5.9,10.06,5.6,75.0,1.1,2.07,390.0,220.0,21.0,1.0,,,,,,4,1,0,0,muesli
616,Protein supplement powder,,2.2,3.8,0.9,17.9,,1.5,129.0,717.0,,23.8,,,,,,0,0,1,1,protein supplement powder
617,High energy soya biscuit,,3.6,6.8,16.5,69.9,1.64,1.55,455.0,104.2,,,,,,,,4,1,0,0,high energy soya biscuit
618,High energy Khajuri biscuit,,1.4,8.4,22.8,64.6,1.5,1.5,497.0,,,,,,,,,4,1,0,0,high energy khajuri biscuit
619,Coffee with pulp,,12.0,7.83,1.13,66.5,4.9,7.63,307.0,,,,,,,,,4,1,0,0,coffee with pulp
620,Coffee without pulp,,12.4,7.0,1.08,73.2,4.7,1.7,330.0,,,,,,,,,4,1,0,0,coffee without pulp
621,Coffee powder refined,,3.9,13.42,15.41,61.4,5.8,1.5,438.0,,,,,,,,,4,0,1,1,coffee powder refined
622,Nutrimixed,,6.1,18.52,7.25,63.0,3.59,1.5,391.0,116.9,,,,49.38,,,,4,1,0,0,nutrimixed
